Original Predictions,Original Values,Augmented Predictions
0.9658899903297424,0.0,1.361060619354248
0.9657217860221863,0.0,1.3610594272613525
0.9658363461494446,0.0,1.3610584735870361
0.96579509973526,0.0,1.3610596656799316
0.9656757712364197,0.0,1.3610610961914062
0.9657414555549622,0.0,1.3610583543777466
0.9657846093177795,0.0,1.3610599040985107
0.9657610058784485,0.0,1.3610615730285645
0.9657495617866516,0.0,1.361059308052063
0.9657180905342102,0.0,1.3610599040985107
0.9658054709434509,0.0,1.3610596656799316
0.9658092856407166,0.0,1.3610594272613525
0.9657006859779358,0.0,1.361059546470642
0.9657849669456482,0.0,1.3610609769821167
0.9657369256019592,0.0,1.3610584735870361
0.9657562375068665,0.0,1.3610588312149048
0.9657326340675354,0.0,1.361059308052063
0.965732753276825,0.0,1.361056923866272
0.965926468372345,0.0,1.3610597848892212
0.9656998515129089,0.0,1.361060380935669
0.965620219707489,0.0,1.3610583543777466
0.9658159613609314,0.0,1.3610589504241943
0.9658079743385315,0.0,1.3610597848892212
0.9657523036003113,0.0,1.3610589504241943
0.9657421708106995,0.0,1.3610587120056152
0.9657555222511292,0.0,1.361060380935669
0.965758740901947,0.0,1.3610596656799316
0.9657596945762634,0.0,1.3610584735870361
0.9657562375068665,0.0,1.361058235168457
0.9657562375068665,0.0,1.3610607385635376
0.9657639861106873,0.0,1.3610605001449585
0.9657618403434753,0.0,1.361055850982666
0.9657509922981262,0.0,1.3610594272613525
0.9657253623008728,0.0,1.3610628843307495
0.9658246636390686,0.0,1.3610552549362183
0.96584552526474,0.0,1.361055612564087
0.9656010270118713,0.0,1.3610610961914062
0.9657494425773621,0.0,1.3610585927963257
0.9659271836280823,0.0,1.3610591888427734
0.965668261051178,0.0,1.3610589504241943
0.9656762480735779,0.0,1.3610570430755615
0.9658169150352478,0.0,1.3610615730285645
0.9657831788063049,0.0,1.361057996749878
0.9657501578330994,0.0,1.3610577583312988
0.9657381176948547,0.0,1.3610594272613525
0.9657151103019714,0.0,1.3610578775405884
0.9658060669898987,0.0,1.3610584735870361
0.9658361077308655,0.0,1.3610576391220093
0.9656491875648499,0.0,1.3610621690750122
0.9657089114189148,0.0,1.3610610961914062
0.9658401608467102,0.0,1.3610559701919556
0.9657374024391174,0.0,1.3610601425170898
0.9657455086708069,0.0,1.3610618114471436
0.9658403992652893,0.0,1.3610596656799316
0.9657493233680725,0.0,1.3610615730285645
0.9656843543052673,0.0,1.3610587120056152
0.965758740901947,0.0,1.3610587120056152
0.9657924771308899,0.0,1.3610618114471436
0.9657716155052185,0.0,1.3610568046569824
0.6846584677696228,0.0,1.3566625118255615
-0.9326792359352112,0.0,1.3758944272994995
-2.3422601222991943,0.0,1.338609218597412
-0.3964969217777252,0.0,1.4230875968933105
0.23242981731891632,0.0,2.2178022861480713
4.700482368469238,0.0,6.7869648933410645
11.891350746154785,0.0,15.099669456481934
18.191255569458008,0.0,25.91200065612793
26.80708885192871,0.0,34.36198425292969
29.429834365844727,0.0,41.677120208740234
33.29963684082031,0.0,45.383506774902344
35.24651336669922,0.0,46.799034118652344
40.96255111694336,0.0,46.290557861328125
55.27274703979492,0.0,44.98670959472656
68.33850860595703,0.0,43.56090545654297
75.12057495117188,0.0,39.82562255859375
72.10034942626953,0.0,36.90735626220703
67.13434600830078,0.0,33.1104850769043
52.5044059753418,0.0,28.72189712524414
