Original Predictions,Original Values,Augmented Predictions
0.28862207765721326,0.2714372195121952,0.2867461643892801
0.28862207765721326,0.2711870975609756,0.2895181132545961
0.2699212643915171,0.270770268292683,0.2926572348217236
0.28862207765721326,0.2700199756097562,0.28850727264484166
0.28862207765721326,0.2690195853658538,0.29456740846414936
0.28862207765721326,0.2683943658536586,0.29179545959883335
0.28862207765721326,0.2677691219512196,0.2895181132545961
0.2699212643915171,0.2677691219512196,0.2926572348217236
0.27348628338589587,0.268144268292683,0.2865970990024159
0.2812258875028667,0.268602780487805,0.2865970990024159
0.2776608685084879,0.2692697073170732,0.2978140212501736
0.2776608685084879,0.2693947560975611,0.2806860285699724
0.2699212643915171,0.2693113902439025,0.2806860285699724
0.2699212643915171,0.2687695121951221,0.2806860285699724
0.2699212643915171,0.2677691219512196,0.2806860285699724
0.2699212643915171,0.2670188292682928,0.2806860285699724
0.2699212643915171,0.2666436829268293,0.2806860285699724
0.2699212643915171,0.2668520975609756,0.2806860285699724
0.2699212643915171,0.2675607073170732,0.2806860285699724
0.2699212643915171,0.2687278292682927,0.2806860285699724
0.2699212643915171,0.2693113902439025,0.2806860285699724
0.26988671326272445,0.2696448536585367,0.2806860285699724
0.27173021904493744,0.2698115853658537,0.2867461643892801
0.27173021904493744,0.2694781219512196,0.2867461643892801
0.27173021904493744,0.2689779268292684,0.28760793961217035
0.27173021904493744,0.2687695121951221,0.2884880519056592
0.27173021904493744,0.268602780487805,0.2884880519056592
0.27173021904493744,0.2687695121951221,0.2884880519056592
0.2699212643915171,0.2693530731707318,0.2884880519056592
0.2699212643915171,0.2698532439024391,0.28242791608635154
0.2680777586093041,0.2706452195121952,0.28242791608635154
0.2732403270664653,0.2706035365853659,0.2815661408634612
0.27946982316190827,0.2702700731707318,0.2806860285699724
0.2728647452014518,0.2696031707317074,0.2867461643892801
0.26988671326272445,0.2689362439024391,0.2806860285699724
0.28189198577599683,0.2683110000000001,0.2895181132545961
0.27173021904493744,0.268144268292683,0.28762627668276897
0.2680777586093041,0.2683110000000001,0.28760793961217035
0.2732403270664653,0.2687278292682927,0.28242791608635154
0.28080596307236994,0.2692697073170732,0.2865970990024159
0.282413303971843,0.2698949512195123,0.28762627668276897
0.2776608685084879,0.2701033658536586,0.2867461643892801
0.2699212643915171,0.2701450487804879,0.28154780379286265
0.2699212643915171,0.2698115853658537,0.28242791608635154
0.2699212643915171,0.2693113902439025,0.2815661408634612
0.2680777586093041,0.2685610975609757,0.2806860285699724
0.2699212643915171,0.2679358536585367,0.2806860285699724
0.2699212643915171,0.2676857560975611,0.2806860285699724
0.2680777586093041,0.2677691219512196,0.2806860285699724
0.2699212643915171,0.2681859512195123,0.2806860285699724
0.2699212643915171,0.2685194146341464,0.2806860285699724
0.2732403270664653,0.2689362439024391,0.2806860285699724
0.28195943870302864,0.2687278292682928,0.2806860285699724
0.26988671326272445,0.2688945609756099,0.2867461643892801
0.2699212643915171,0.2688945609756099,0.2867461643892801
0.2699212643915171,0.2690196097560977,0.28154780379286265
0.27348628338589587,0.2692280243902439,0.2865970990024159
0.2776608685084879,0.2698532439024391,0.2815661408634612
0.2699212643915171,0.2699782926829269,0.2806860285699724
0.2680777586093041,0.2704368048780489,0.2806860285699724
0.2699212643915171,0.2706869024390245,0.2806860285699724
0.2732403270664653,0.2707702682926829,0.2806860285699724
0.26988671326272445,0.2707285853658537,0.2806860285699724
0.27102123941923884,0.270145024390244,0.2867461643892801
0.2699212643915171,0.2696448292682928,0.2806860285699724
0.27173021904493744,0.2692280000000001,0.28154780379286265
0.27173021904493744,0.2692280000000001,0.28762627668276897
0.2680777586093041,0.2698115609756098,0.2867461643892801
0.26988671326272445,0.270937,0.28154780379286265
0.27173021904493744,0.2720623902439024,0.2884880519056592
0.27173021904493744,0.2730209756097559,0.28762627668276897
0.27173021904493744,0.2737294634146341,0.28760793961217035
0.2699212643915171,0.2740628536585366,0.2884880519056592
0.2772409440779912,0.2740628292682927,0.28242791608635154
0.27173021904493744,0.2741045121951219,0.2884880519056592
0.27173021904493744,0.2740628536585365,0.28762627668276897
0.27173021904493744,0.2742711707317072,0.2879614330920103
0.2699212643915171,0.2747295121951218,0.2888415453854991
0.2699212643915171,0.2753546097560975,0.28242791608635154
0.2699212643915171,0.2760214146341462,0.28242791608635154
0.2699212643915171,0.2765215365853657,0.2815661408634612
0.2699212643915171,0.2766049024390243,0.2806860285699724
0.2699212643915171,0.2760630975609756,0.2806860285699724
0.2712280007463563,0.2752713170731708,0.2806860285699724
0.2883358925712576,0.2743545365853659,0.2806860285699724
